,,,,,,,,,,,,,,,,,,,,
자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
어진동국토교통부,무인대여소,,세종특별자치시 어진동 560,36.5052951501,127.2628035353,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
어진동공정거래위원회,무인대여소,,세종특별자치시 어진동 713,36.504548,127.267443,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
어진동성남고등학교,무인대여소,,세종특별자치시 어진동 680,36.4964723007,127.2558003680,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종홈플러스건너편,무인대여소,,세종특별자치시 어진동 688,36.508109,127.258420,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도담동늘봄초등학교,무인대여소,,세종특별자치시 도담동 688,36.5138438588,127.2550009492,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도램마을2004동건너편,무인대여소,,세종특별자치시 연기면 세종리 산407,36.519649,127.264262,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
원수산MTB공원,무인대여소,,세종특별자치시 연기면 세종리 659-30,36.522272,127.267301,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도램마을1901동앞,무인대여소,,세종특별자치시 도담동 638,36.5154182279,127.2671295092,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한뜰마을302동앞,무인대여소,,세종특별자치시 어진동 612,36.505811,127.273397,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
어진동세종소방서옆,무인대여소,,세종특별자치시 어진동 710,36.505758,127.274290,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
국책연구단지,무인대여소,,세종특별자치시 반곡동 735,36.496212,127.3035033313,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을1단지(101동옆),무인대여소,,세종특별자치시 새롬동 산83,36.482426,127.250021,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한솔동스타벅스행복타워BRT,무인대여소,,세종특별자치시 나성동 726,36.480312,127.262081,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한솔동스타벅스행복타워건너편BRT,무인대여소,,세종특별자치시 나성동 538-10,36.480336,127.262678,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한솔동환승주차장A BRT,무인대여소,,세종특별자치시 나성동 726,36.481014,127.261558,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한솔동환승주차장B BRT,무인대여소,,세종특별자치시 나성동 778,36.4814401983,127.2621529843,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬꿈어린이집옆,무인대여소,,세종특별자치시 새롬동 산75,36.4852142223,127.2547670186,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한솔동에스제이타워앞BRT,무인대여소,,세종특별자치시 나성동 726,36.486579,127.257635,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬동가득뜰글린공원(901동옆),무인대여소,,세종특별자치시 새롬동 341-82,36.484743,127.255562,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을901동803동사이,무인대여소,,세종특별자치시 새롬동 산75,36.4852142223,127.2547670186,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을901동803동사이건너편,무인대여소,,세종특별자치시 새롬동 산75,36.4852142223,127.2547670186,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬동로녹지공간,무인대여소,,세종특별자치시 나성동 744,36.487081,127.256992,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을12단지1203동옆,무인대여소,,세종특별자치시 새롬동 74-24,36.484572,127.256726,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동명동프라자앞BRT,무인대여소,,세종특별자치시 나성동 743,36.4878242286,127.256739524,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬동세종성요한성당옆,무인대여소,,세종특별자치시 새롬동 산8,36.4871775656,127.255243,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을1401동앞,무인대여소,,세종특별자치시 새롬동 140,36.488962,127.255315,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을1404동앞녹지,무인대여소,,세종특별자치시 나성동 735,36.490854,127.255995,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을1108동앞,무인대여소,,세종특별자치시 새롬동 산3,36.4878205069,127.2537849084,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬동아름뜰근린공원1108동옆,무인대여소,,세종특별자치시 새롬동 산9,36.488107,127.253168,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동성남고버스정류장BRT,무인대여소,,세종특별자치시 나성동 726,36.493570,127.256149,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸중북측(새뜸1004건너),무인대여소,,세종특별자치시 새롬동 산18,36.4870293548,127.2527060951,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동성남고버스정류장BRT,무인대여소,,세종특별자치시 나성동 726,36.494057,127.256158,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬동무지개타워앞,무인대여소,,세종특별자치시 새롬동 341-73,36.484847,127.251225,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
행정안전부 별관,무인대여소,,세종특별자치시 어진동 494,36.500987,127.259364,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
고용노동부건너편BRT,무인대여소,,세종특별자치시 어진동 536,36.5020966511,127.2594921634,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
정부세종청사시외버스정류장건너편BRT,무인대여소,,세종특별자치시 어진동 535,36.5034933925,127.2603501278,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
정부세종청사시외버스정류장건너편BRT,무인대여소,,세종특별자치시 어진동 534,36.504349,127.260933,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
건설청건너편BRT,무인대여소,,세종특별자치시 어진동 533,36.5058337930,127.2614266498,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
건설청건너편BRT,무인대여소,,세종특별자치시 어진동 533,36.5058337930,127.2614266498,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
인사혁신처앞BRT,무인대여소,,세종특별자치시 어진동 532-1,36.507543,127.261554,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도램마을803동앞BRT,무인대여소,,세종특별자치시 도담동 848,36.5115210924,127.2589875249,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬동크리스마스빌딩앞,무인대여소,,세종특별자치시 새롬동 341-76,36.484322,127.252138,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도담동도램마을상가앞BRT,무인대여소,,세종특별자치시 도담동 662,36.514085,127.258860,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도담동도램마을상가앞BRT,무인대여소,,세종특별자치시 도담동 660,36.5146291781,127.2585379097,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬고북측,무인대여소,,세종특별자치시 새롬동 산31,36.486916,127.248985,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가온마을214동,무인대여소,,세종특별자치시 다정동 산33-2,36.493701,127.240966,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
봄빛문화공원중간,무인대여소,,세종특별자치시 다정동 342,36.4944280474,127.2430421878,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
다정동택지별찌뜰근린공원,무인대여소,,세종특별자치시 다정동 385-1,36.499373,127.239875,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도램마을1002동앞BRT,무인대여소,,세종특별자치시 도담동 402,36.511757,127.260075,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
건설청앞BRT,무인대여소,,세종특별자치시 어진동 560,36.5052951501,127.2628035353,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
다정동품안뜰근린공원(가온901옆),무인대여소,,세종특별자치시 다정동 14-1,36.495781,127.251968,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
정부세종청사안내동앞BRT,무인대여소,,세종특별자치시 어진동 494,36.504864,127.261713,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
정부세종청사버스터미널BRT,무인대여소,,세종특별자치시 어진동 561-1,36.5041969099,127.261445,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
정부세종청사버스터미널BRT,무인대여소,,세종특별자치시 어진동 562,36.5036729828,127.2615732087,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
산자부앞BRT,무인대여소,,세종특별자치시 어진동 494,36.500817,127.259844,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도시통합정보센터앞BRT,무인대여소,,세종특별자치시 나성동 726,36.494054,127.256616,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도시통합정보센터앞BRT,무인대여소,,세종특별자치시 나성동 726,36.493558,127.256564,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가온806남측,무인대여소,,세종특별자치시 다정동 363-119,36.494512,127.251713,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
다장동달님뜰근린공원중간,무인대여소,,세종특별자치시 다정동 363-139,36.494374,127.252272,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동엘지베스트샵,무인대여소,,세종특별자치시 나성동 760,36.491374,127.256943,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가온1006옆2(해들뜰근린공원),무인대여소,,세종특별자치시 다정동 363-37,36.490853,127.251984,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬동아름뜰근린공원(새뜸1010옆),무인대여소,,세종특별자치시 다정동 363-409,36.490511,127.252334,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동명동프라자건너편BRT,무인대여소,,세종특별자치시 나성동 726,36.488186,127.257360,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가재마을1101동앞,무인대여소,,세종특별자치시 종촌동 701,36.504425,127.251843,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동명동프라자건너편BRT,무인대여소,,세종특별자치시 나성동 726,36.487754,127.257568,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동에스빌딩건너편BRT,무인대여소,,세종특별자치시 나성동 377-2,36.487143,127.257860,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동에스제이타워건너편BRT,무인대여소,,세종특별자치시 나성동 726,36.486723,127.258087,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
종촌동 주민센터,무인대여소,,세종특별자치시 종촌동 677,36.5044882685,127.2470239407,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
국세청앞BRT,무인대여소,,세종특별자치시 나성동 726,36.484634,127.259509,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
해양경찰청앞BRT,무인대여소,,세종특별자치시 나성동 772,36.483914837,127.260971692,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
해양경찰청앞BRT,무인대여소,,세종특별자치시 나성동 772,36.483914837,127.260971692,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한솔동환승주차장남측B,무인대여소,,세종특별자치시 나성동 778,36.4814401983,127.2621529843,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가재마을403동앞,무인대여소,,세종특별자치시 종촌동 640,36.5068944148,127.2433057192,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
한솔동금강프라자건너편BRT,무인대여소,,세종특별자치시 나성동 143-1,36.479914,127.262975,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
LH분양홍보관,무인대여소,,세종특별자치시 나성동 706,36.4806172951,127.2668609037,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가재마을302동앞,무인대여소,,세종특별자치시 종촌동 680,36.504368,127.241438,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동갈매로,무인대여소,,세종특별자치시 나성동 213-2,36.484868,127.266287,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동갈매로,무인대여소,,세종특별자치시 나성동 305-1,36.489469,127.263175,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동갈매로,무인대여소,,세종특별자치시 나성동 353,36.491111,127.262638,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
범지기마을408동건너편,무인대여소,,세종특별자치시 아름동 1458,36.508518,127.250018,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
어진동세종푸르지오씨티,무인대여소,,세종특별자치시 어진동 750,36.495654,127.263408,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
어진동세종푸르지오시티,무인대여소,,세종특별자치시 어진동 750,36.495494,127.263804,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
범지기마을1108동앞,무인대여소,,세종특별자치시 아름동 1363,36.5105039603,127.2512640651,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
범지기마을1208동앞 버스정류장,무인대여소,,세종특별자치시 도담동 929,36.511586,127.253183,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
호수공원방울새공원건너편,무인대여소,,세종특별자치시 연기면 세종리 1201,36.4971212479,127.2734522471,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
범지기마을1203동앞,무인대여소,,세종특별자치시 아름동 1276,36.5119010242,127.250942557,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종컨벤션센터2주차장옆소나무숲길,무인대여소,,세종특별자치시 어진동 619,36.5004371268,127.2705648891,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
호수공원소나무숲길,무인대여소,,세종특별자치시 어진동 619,36.5004371268,127.2705648891,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
범지기마을806동앞,무인대여소,,세종특별자치시 아름동 1458,36.514970,127.250704,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
대통령기록관건너편녹지,무인대여소,,세종특별자치시 어진동 620,36.5003589652,127.2714181055,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
대통령기록관건너편,무인대여소,,세종특별자치시 어진동 734,36.501324,127.272229,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
대통령기록관건너편,무인대여소,,세종특별자치시 어진동 734,36.501506,127.272159,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
호수공원중앙수목원로,무인대여소,,세종특별자치시 연기면 세종리 1201,36.4971212479,127.2734522471,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
어진동홈플러스건너편스포츠센터옆,무인대여소,,세종특별자치시 어진동 688,36.507592,127.257419,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
호수공원수변공원축제용,무인대여소,,세종특별자치시 연기면 세종리 1201,36.4971212479,127.2734522471,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
코스트코입구건너편,무인대여소,,세종특별자치시 대평동 584-2,36.468194,127.268389,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
국세청앞 BRT,무인대여소,,세종특별자치시 나성동 770,36.4852745634,127.2602952421,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
국세청앞,무인대여소,,세종특별자치시 나성동 770,36.4852745634,127.2602952421,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종SJ타워앞,무인대여소,,세종특별자치시 나성동 746,36.486458,127.25745361,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
에스빌딩앞,무인대여소,,세종특별자치시 나성동 745,36.4868049141,127.257253962,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
나성동 BRT앞,무인대여소,,세종특별자치시 나성동 744,36.487465,127.257111,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
행복의아침 빌딩,무인대여소,,세종특별자치시 나성동 726,36.490240,127.256734,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종뱅크빌딩,무인대여소,,세종특별자치시 어진동 495,36.495246,127.256886,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종뱅크빌딩2,무인대여소,,세종특별자치시 어진동 686,36.495425334,127.257228915,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
다정교,무인대여소,,세종특별자치시 나성동 726,36.494621,127.256346,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종뱅크빌딩 건너편,무인대여소,,세종특별자치시 어진동 681,36.496023,127.256610,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
도램마을11단지앞,무인대여소,,세종특별자치시 도담동 653,36.5137244795,127.2600900232,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
호만빌딩앞,무인대여소,,세종특별자치시 종촌동 658,36.504512,127.24964622,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
종촌동공영주차장,무인대여소,,세종특별자치시 종촌동 664,36.503709,127.249706252,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
리버사이드빌딩앞,무인대여소,,세종특별자치시 종촌동 701,36.502979,127.250156,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가재마을 호반201동입구,무인대여소,,세종특별자치시 종촌동 683,36.5021745759,127.24457109,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
푸르지오시티2차,무인대여소,,세종특별자치시 어진동 747,36.494919,127.266949,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세움빌딩후면,무인대여소,,세종특별자치시 새롬동 산75,36.4852142223,127.2547670186,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새롬빌딩,무인대여소,,세종특별자치시 새롬동 산26,36.486053,127.250138,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
아름동 해피라움3 앞,무인대여소,,세종특별자치시 아름동 1359,36.511553,127.248629,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
새뜸마을 508동 주민공동시설앞,무인대여소,,세종특별자치시 새롬동 341-40,36.4835946003,127.252324286,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
당암육교,무인대여소,,세종특별자치시 고운동 739-307,36.499820,127.231915,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
해들마을4단지 입구,무인대여소,,세종특별자치시 대평동 90-1,36.471289,127.280574,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
해들마을 408동 앞,무인대여소,,세종특별자치시 대평동 38-12,36.472857,127.283919,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
르네상스빌딩 앞,무인대여소,,세종특별자치시 나성동 768,36.4856202671,127.259115969,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
가재마을7단지,무인대여소,,세종특별자치시 종촌동 649-2,36.505187,127.249233,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종호수공원 제1주차장,무인대여소,,세종특별자치시 연기면 세종리 1201,36.4971212479,127.2734522471,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
수루배 마을 BRT 북측,무인대여소,,세종특별자치시 반곡동 41-10,36.497748,127.310530,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
수루배 마을 BRT남측,무인대여소,,세종특별자치시 반곡동 42-1,36.497302,127.310543,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종우체국 보행교 북측,무인대여소,,세종특별자치시 보람동 625-7,36.479857,127.291021,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
보람동과멱복지센터 보행교 남단,무인대여소,,세종특별자치시 보람동 630-1,36.479361,127.291207,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세종이마트 버스정류장,무인대여소,,세종특별자치시 가람동 65,36.470509,127.251684,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
세움중,무인대여소,,세종특별자치시 다정동 363-261,36.490402,127.247528,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
e편한세상415동 옆도로,무인대여소,,세종특별자치시 다정동 363-251,36.491361,127.249468,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
e편한세상403동 앞,무인대여소,,세종특별자치시 다정동 363-193,36.493506,127.248936,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
